"Origin","Destination","Speed","HOUR","DATE"
4,8,0.0166666666666667,4,"2021-10-20"
4,10,0.0166666666666667,4,"2021-10-20"
5,8,0.0333333333333333,4,"2021-10-20"
6,7,0.0166666666666667,4,"2021-10-20"
7,8,0.0166666666666667,4,"2021-10-20"
1,2,0.0166666666666667,5,"2021-10-20"
1,3,0.0166666666666667,5,"2021-10-20"
1,6,0.0166666666666667,5,"2021-10-20"
2,4,0.0333333333333333,5,"2021-10-20"
2,7,0.0166666666666667,5,"2021-10-20"
2,8,0.05,5,"2021-10-20"
3,4,0.0166666666666667,5,"2021-10-20"
3,5,0.0333333333333333,5,"2021-10-20"
3,6,0.05,5,"2021-10-20"
3,8,0.0166666666666667,5,"2021-10-20"
3,9,0.05,5,"2021-10-20"
3,10,0.0333333333333333,5,"2021-10-20"
4,5,0.0333333333333333,5,"2021-10-20"
4,7,0.0833333333333333,5,"2021-10-20"
4,8,0.0333333333333333,5,"2021-10-20"
4,9,0.0666666666666667,5,"2021-10-20"
4,10,0.0166666666666667,5,"2021-10-20"
5,6,0.05,5,"2021-10-20"
5,7,0.05,5,"2021-10-20"
5,8,0.0166666666666667,5,"2021-10-20"
5,9,0.05,5,"2021-10-20"
