"Origin","Destination","Speed","HOUR","DATE"
4,10,0.0666666666666667,10,"2021-10-14"
5,6,0.116666666666667,10,"2021-10-14"
5,7,0.2,10,"2021-10-14"
5,8,0.166666666666667,10,"2021-10-14"
5,9,0.05,10,"2021-10-14"
5,10,0.0833333333333333,10,"2021-10-14"
6,7,0.3,10,"2021-10-14"
6,8,0.316666666666667,10,"2021-10-14"
6,9,0.366666666666667,10,"2021-10-14"
6,10,0.233333333333333,10,"2021-10-14"
7,8,0.333333333333333,10,"2021-10-14"
7,9,0.35,10,"2021-10-14"
7,10,0.4,10,"2021-10-14"
8,9,0.633333333333333,10,"2021-10-14"
8,10,0.283333333333333,10,"2021-10-14"
9,10,0.883333333333333,10,"2021-10-14"
1,2,0.0333333333333333,11,"2021-10-14"
1,3,0.05,11,"2021-10-14"
1,4,0.0166666666666667,11,"2021-10-14"
1,5,0.0333333333333333,11,"2021-10-14"
1,6,0.0833333333333333,11,"2021-10-14"
1,8,0.0166666666666667,11,"2021-10-14"
1,9,0.1,11,"2021-10-14"
1,10,0.0666666666666667,11,"2021-10-14"
2,3,0.05,11,"2021-10-14"
2,5,0.0666666666666667,11,"2021-10-14"
2,6,0.05,11,"2021-10-14"
2,7,0.0833333333333333,11,"2021-10-14"
2,9,0.0666666666666667,11,"2021-10-14"
2,10,0.0166666666666667,11,"2021-10-14"
3,4,0.0666666666666667,11,"2021-10-14"
3,5,0.0833333333333333,11,"2021-10-14"
3,6,0.1,11,"2021-10-14"
3,7,0.166666666666667,11,"2021-10-14"
3,8,0.133333333333333,11,"2021-10-14"
3,9,0.0833333333333333,11,"2021-10-14"
3,10,0.133333333333333,11,"2021-10-14"
4,5,0.0833333333333333,11,"2021-10-14"
4,6,0.0666666666666667,11,"2021-10-14"
4,7,0.15,11,"2021-10-14"
4,8,0.116666666666667,11,"2021-10-14"
4,9,0.116666666666667,11,"2021-10-14"
4,10,0.0833333333333333,11,"2021-10-14"
5,6,0.15,11,"2021-10-14"
5,7,0.166666666666667,11,"2021-10-14"
5,8,0.166666666666667,11,"2021-10-14"
5,9,0.216666666666667,11,"2021-10-14"
5,10,0.233333333333333,11,"2021-10-14"
6,7,0.383333333333333,11,"2021-10-14"
6,8,0.3,11,"2021-10-14"
6,9,0.25,11,"2021-10-14"
6,10,0.166666666666667,11,"2021-10-14"
7,8,0.566666666666667,11,"2021-10-14"
7,9,0.416666666666667,11,"2021-10-14"
7,10,0.4,11,"2021-10-14"
8,9,0.833333333333333,11,"2021-10-14"
8,10,0.35,11,"2021-10-14"
9,10,0.966666666666667,11,"2021-10-14"
1,2,0.05,12,"2021-10-14"
1,3,0.0166666666666667,12,"2021-10-14"
1,4,0.05,12,"2021-10-14"
1,5,0.05,12,"2021-10-14"
1,6,0.0666666666666667,12,"2021-10-14"
1,7,0.0666666666666667,12,"2021-10-14"
1,8,0.0666666666666667,12,"2021-10-14"
1,9,0.05,12,"2021-10-14"
1,10,0.05,12,"2021-10-14"
2,3,0.0166666666666667,12,"2021-10-14"
2,4,0.05,12,"2021-10-14"
2,5,0.0333333333333333,12,"2021-10-14"
2,6,0.0666666666666667,12,"2021-10-14"
2,7,0.0833333333333333,12,"2021-10-14"
2,8,0.116666666666667,12,"2021-10-14"
2,9,0.0166666666666667,12,"2021-10-14"
2,10,0.0333333333333333,12,"2021-10-14"
3,4,0.0333333333333333,12,"2021-10-14"
3,5,0.133333333333333,12,"2021-10-14"
3,6,0.116666666666667,12,"2021-10-14"
3,7,0.116666666666667,12,"2021-10-14"
3,8,0.0833333333333333,12,"2021-10-14"
3,9,0.05,12,"2021-10-14"
3,10,0.0666666666666667,12,"2021-10-14"
4,5,0.1,12,"2021-10-14"
4,6,0.1,12,"2021-10-14"
4,7,0.133333333333333,12,"2021-10-14"
4,8,0.216666666666667,12,"2021-10-14"
4,9,0.166666666666667,12,"2021-10-14"
4,10,0.0166666666666667,12,"2021-10-14"
5,6,0.166666666666667,12,"2021-10-14"
5,7,0.166666666666667,12,"2021-10-14"
5,8,0.183333333333333,12,"2021-10-14"
5,9,0.133333333333333,12,"2021-10-14"
5,10,0.05,12,"2021-10-14"
6,7,0.433333333333333,12,"2021-10-14"
6,8,0.35,12,"2021-10-14"
6,9,0.35,12,"2021-10-14"
6,10,0.316666666666667,12,"2021-10-14"
7,8,0.683333333333333,12,"2021-10-14"
7,9,0.366666666666667,12,"2021-10-14"
7,10,0.333333333333333,12,"2021-10-14"
8,9,0.95,12,"2021-10-14"
8,10,0.4,12,"2021-10-14"
9,10,0.833333333333333,12,"2021-10-14"
1,2,0.0166666666666667,13,"2021-10-14"
1,3,0.0166666666666667,13,"2021-10-14"
1,4,0.0166666666666667,13,"2021-10-14"
1,5,0.0333333333333333,13,"2021-10-14"
1,6,0.0833333333333333,13,"2021-10-14"
1,7,0.133333333333333,13,"2021-10-14"
1,8,0.05,13,"2021-10-14"
1,9,0.05,13,"2021-10-14"
2,3,0.0333333333333333,13,"2021-10-14"
2,4,0.0666666666666667,13,"2021-10-14"
2,5,0.05,13,"2021-10-14"
2,6,0.0666666666666667,13,"2021-10-14"
2,7,0.05,13,"2021-10-14"
2,8,0.0333333333333333,13,"2021-10-14"
2,9,0.0666666666666667,13,"2021-10-14"
2,10,0.0166666666666667,13,"2021-10-14"
3,4,0.0333333333333333,13,"2021-10-14"
3,5,0.0666666666666667,13,"2021-10-14"
3,6,0.1,13,"2021-10-14"
3,7,0.0833333333333333,13,"2021-10-14"
3,8,0.0666666666666667,13,"2021-10-14"
3,9,0.166666666666667,13,"2021-10-14"
3,10,0.05,13,"2021-10-14"
4,5,0.133333333333333,13,"2021-10-14"
4,6,0.15,13,"2021-10-14"
4,7,0.15,13,"2021-10-14"
4,8,0.183333333333333,13,"2021-10-14"
4,9,0.0333333333333333,13,"2021-10-14"
4,10,0.0833333333333333,13,"2021-10-14"
5,6,0.2,13,"2021-10-14"
5,7,0.283333333333333,13,"2021-10-14"
5,8,0.133333333333333,13,"2021-10-14"
5,9,0.133333333333333,13,"2021-10-14"
5,10,0.0833333333333333,13,"2021-10-14"
6,7,0.283333333333333,13,"2021-10-14"
6,8,0.3,13,"2021-10-14"
6,9,0.266666666666667,13,"2021-10-14"
6,10,0.216666666666667,13,"2021-10-14"
7,8,0.416666666666667,13,"2021-10-14"
7,9,0.55,13,"2021-10-14"
7,10,0.35,13,"2021-10-14"
8,9,0.433333333333333,13,"2021-10-14"
8,10,0.416666666666667,13,"2021-10-14"
9,10,0.933333333333333,13,"2021-10-14"
1,2,0.0166666666666667,14,"2021-10-14"
1,3,0.0166666666666667,14,"2021-10-14"
1,4,0.0666666666666667,14,"2021-10-14"
1,5,0.0166666666666667,14,"2021-10-14"
1,6,0.05,14,"2021-10-14"
1,7,0.0333333333333333,14,"2021-10-14"
1,8,0.0666666666666667,14,"2021-10-14"
1,9,0.0833333333333333,14,"2021-10-14"
1,10,0.0666666666666667,14,"2021-10-14"
2,3,0.0666666666666667,14,"2021-10-14"
2,4,0.05,14,"2021-10-14"
2,5,0.0666666666666667,14,"2021-10-14"
2,6,0.0833333333333333,14,"2021-10-14"
2,7,0.1,14,"2021-10-14"
2,8,0.0833333333333333,14,"2021-10-14"
2,9,0.0333333333333333,14,"2021-10-14"
2,10,0.0666666666666667,14,"2021-10-14"
3,4,0.05,14,"2021-10-14"
3,5,0.0833333333333333,14,"2021-10-14"
3,6,0.15,14,"2021-10-14"
3,7,0.116666666666667,14,"2021-10-14"
3,8,0.0666666666666667,14,"2021-10-14"
3,9,0.1,14,"2021-10-14"
3,10,0.05,14,"2021-10-14"
4,5,0.233333333333333,14,"2021-10-14"
4,6,0.216666666666667,14,"2021-10-14"
4,7,0.133333333333333,14,"2021-10-14"
4,8,0.116666666666667,14,"2021-10-14"
4,9,0.166666666666667,14,"2021-10-14"
4,10,0.15,14,"2021-10-14"
5,6,0.2,14,"2021-10-14"
5,7,0.133333333333333,14,"2021-10-14"
5,8,0.283333333333333,14,"2021-10-14"
5,9,0.15,14,"2021-10-14"
5,10,0.116666666666667,14,"2021-10-14"
6,7,0.25,14,"2021-10-14"
6,8,0.383333333333333,14,"2021-10-14"
6,9,0.366666666666667,14,"2021-10-14"
6,10,0.266666666666667,14,"2021-10-14"
7,8,0.6,14,"2021-10-14"
7,9,0.6,14,"2021-10-14"
7,10,0.25,14,"2021-10-14"
8,9,0.6,14,"2021-10-14"
8,10,0.5,14,"2021-10-14"
9,10,1.2,14,"2021-10-14"
1,2,0.0166666666666667,15,"2021-10-14"
1,3,0.05,15,"2021-10-14"
1,4,0.0333333333333333,15,"2021-10-14"
1,5,0.0166666666666667,15,"2021-10-14"
1,6,0.0666666666666667,15,"2021-10-14"
1,7,0.05,15,"2021-10-14"
1,8,0.0333333333333333,15,"2021-10-14"
1,9,0.0666666666666667,15,"2021-10-14"
1,10,0.0833333333333333,15,"2021-10-14"
2,3,0.0333333333333333,15,"2021-10-14"
2,4,0.0166666666666667,15,"2021-10-14"
2,5,0.1,15,"2021-10-14"
2,6,0.116666666666667,15,"2021-10-14"
2,7,0.1,15,"2021-10-14"
2,8,0.1,15,"2021-10-14"
2,9,0.133333333333333,15,"2021-10-14"
2,10,0.0833333333333333,15,"2021-10-14"
3,4,0.0166666666666667,15,"2021-10-14"
3,5,0.116666666666667,15,"2021-10-14"
3,6,0.15,15,"2021-10-14"
3,7,0.15,15,"2021-10-14"
3,8,0.116666666666667,15,"2021-10-14"
3,9,0.116666666666667,15,"2021-10-14"
3,10,0.1,15,"2021-10-14"
4,5,0.15,15,"2021-10-14"
4,6,0.15,15,"2021-10-14"
4,7,0.216666666666667,15,"2021-10-14"
4,8,0.233333333333333,15,"2021-10-14"
4,9,0.216666666666667,15,"2021-10-14"
4,10,0.133333333333333,15,"2021-10-14"
5,6,0.133333333333333,15,"2021-10-14"
5,7,0.2,15,"2021-10-14"
5,8,0.166666666666667,15,"2021-10-14"
5,9,0.133333333333333,15,"2021-10-14"
5,10,0.183333333333333,15,"2021-10-14"
6,7,0.533333333333333,15,"2021-10-14"
6,8,0.516666666666667,15,"2021-10-14"
6,9,0.466666666666667,15,"2021-10-14"
6,10,0.233333333333333,15,"2021-10-14"
7,8,0.8,15,"2021-10-14"
7,9,0.55,15,"2021-10-14"
7,10,0.45,15,"2021-10-14"
8,9,0.666666666666667,15,"2021-10-14"
8,10,0.45,15,"2021-10-14"
9,10,1.1,15,"2021-10-14"
1,2,0.05,16,"2021-10-14"
1,3,0.0666666666666667,16,"2021-10-14"
1,4,0.0666666666666667,16,"2021-10-14"
1,5,0.0833333333333333,16,"2021-10-14"
1,6,0.1,16,"2021-10-14"
1,7,0.133333333333333,16,"2021-10-14"
1,8,0.0666666666666667,16,"2021-10-14"
1,9,0.0666666666666667,16,"2021-10-14"
1,10,0.0833333333333333,16,"2021-10-14"
2,3,0.0333333333333333,16,"2021-10-14"
2,4,0.1,16,"2021-10-14"
2,5,0.1,16,"2021-10-14"
2,6,0.116666666666667,16,"2021-10-14"
2,7,0.1,16,"2021-10-14"
2,8,0.0833333333333333,16,"2021-10-14"
2,9,0.0333333333333333,16,"2021-10-14"
2,10,0.05,16,"2021-10-14"
3,4,0.133333333333333,16,"2021-10-14"
3,5,0.116666666666667,16,"2021-10-14"
3,6,0.233333333333333,16,"2021-10-14"
3,7,0.116666666666667,16,"2021-10-14"
3,8,0.15,16,"2021-10-14"
3,9,0.266666666666667,16,"2021-10-14"
3,10,0.116666666666667,16,"2021-10-14"
4,5,0.15,16,"2021-10-14"
4,6,0.366666666666667,16,"2021-10-14"
4,7,0.2,16,"2021-10-14"
4,8,0.25,16,"2021-10-14"
4,9,0.233333333333333,16,"2021-10-14"
4,10,0.183333333333333,16,"2021-10-14"
5,6,0.233333333333333,16,"2021-10-14"
5,7,0.366666666666667,16,"2021-10-14"
5,8,0.25,16,"2021-10-14"
5,9,0.233333333333333,16,"2021-10-14"
5,10,0.183333333333333,16,"2021-10-14"
6,7,0.783333333333333,16,"2021-10-14"
6,8,0.583333333333333,16,"2021-10-14"
6,9,0.5,16,"2021-10-14"
6,10,0.35,16,"2021-10-14"
7,8,0.983333333333333,16,"2021-10-14"
7,9,0.9,16,"2021-10-14"
7,10,0.55,16,"2021-10-14"
8,9,1.26666666666667,16,"2021-10-14"
8,10,0.933333333333333,16,"2021-10-14"
9,10,1.75,16,"2021-10-14"
1,2,0.0166666666666667,17,"2021-10-14"
1,3,0.05,17,"2021-10-14"
1,4,0.0166666666666667,17,"2021-10-14"
1,5,0.05,17,"2021-10-14"
1,6,0.0666666666666667,17,"2021-10-14"
1,7,0.05,17,"2021-10-14"
1,8,0.0666666666666667,17,"2021-10-14"
1,9,0.0333333333333333,17,"2021-10-14"
1,10,0.05,17,"2021-10-14"
2,3,0.0333333333333333,17,"2021-10-14"
2,4,0.0666666666666667,17,"2021-10-14"
2,5,0.0333333333333333,17,"2021-10-14"
2,6,0.116666666666667,17,"2021-10-14"
2,7,0.216666666666667,17,"2021-10-14"
2,8,0.1,17,"2021-10-14"
2,9,0.116666666666667,17,"2021-10-14"
2,10,0.0666666666666667,17,"2021-10-14"
3,4,0.05,17,"2021-10-14"
3,5,0.116666666666667,17,"2021-10-14"
3,6,0.166666666666667,17,"2021-10-14"
3,7,0.166666666666667,17,"2021-10-14"
3,8,0.183333333333333,17,"2021-10-14"
3,9,0.116666666666667,17,"2021-10-14"
3,10,0.0333333333333333,17,"2021-10-14"
4,5,0.133333333333333,17,"2021-10-14"
4,6,0.266666666666667,17,"2021-10-14"
4,7,0.15,17,"2021-10-14"
4,8,0.183333333333333,17,"2021-10-14"
4,9,0.333333333333333,17,"2021-10-14"
4,10,0.216666666666667,17,"2021-10-14"
5,6,0.233333333333333,17,"2021-10-14"
5,7,0.416666666666667,17,"2021-10-14"
5,8,0.3,17,"2021-10-14"
5,9,0.283333333333333,17,"2021-10-14"
5,10,0.216666666666667,17,"2021-10-14"
6,7,0.75,17,"2021-10-14"
6,8,0.666666666666667,17,"2021-10-14"
6,9,0.4,17,"2021-10-14"
6,10,0.4,17,"2021-10-14"
7,8,1.03333333333333,17,"2021-10-14"
7,9,0.9,17,"2021-10-14"
7,10,0.466666666666667,17,"2021-10-14"
8,9,1.1,17,"2021-10-14"
8,10,0.816666666666667,17,"2021-10-14"
9,10,1.78333333333333,17,"2021-10-14"
1,2,0.05,18,"2021-10-14"
1,3,0.0666666666666667,18,"2021-10-14"
1,4,0.0333333333333333,18,"2021-10-14"
1,5,0.0166666666666667,18,"2021-10-14"
1,6,0.0666666666666667,18,"2021-10-14"
1,7,0.116666666666667,18,"2021-10-14"
1,8,0.0666666666666667,18,"2021-10-14"
1,9,0.05,18,"2021-10-14"
1,10,0.0833333333333333,18,"2021-10-14"
2,3,0.0833333333333333,18,"2021-10-14"
2,4,0.0166666666666667,18,"2021-10-14"
2,5,0.116666666666667,18,"2021-10-14"
2,6,0.15,18,"2021-10-14"
2,7,0.183333333333333,18,"2021-10-14"
2,8,0.0666666666666667,18,"2021-10-14"
2,9,0.1,18,"2021-10-14"
2,10,0.05,18,"2021-10-14"
3,4,0.15,18,"2021-10-14"
3,5,0.183333333333333,18,"2021-10-14"
3,6,0.183333333333333,18,"2021-10-14"
3,7,0.1,18,"2021-10-14"
3,8,0.133333333333333,18,"2021-10-14"
3,9,0.1,18,"2021-10-14"
3,10,0.0666666666666667,18,"2021-10-14"
4,5,0.133333333333333,18,"2021-10-14"
4,6,0.266666666666667,18,"2021-10-14"
4,7,0.15,18,"2021-10-14"
4,8,0.233333333333333,18,"2021-10-14"
4,9,0.15,18,"2021-10-14"
4,10,0.116666666666667,18,"2021-10-14"
5,6,0.2,18,"2021-10-14"
5,7,0.333333333333333,18,"2021-10-14"
5,8,0.35,18,"2021-10-14"
5,9,0.3,18,"2021-10-14"
5,10,0.133333333333333,18,"2021-10-14"
6,7,0.6,18,"2021-10-14"
6,8,0.433333333333333,18,"2021-10-14"
6,9,0.416666666666667,18,"2021-10-14"
6,10,0.283333333333333,18,"2021-10-14"
7,8,0.733333333333333,18,"2021-10-14"
7,9,0.65,18,"2021-10-14"
7,10,0.616666666666667,18,"2021-10-14"
8,9,0.95,18,"2021-10-14"
8,10,0.65,18,"2021-10-14"
9,10,1.38333333333333,18,"2021-10-14"
1,2,0.0333333333333333,19,"2021-10-14"
1,3,0.0166666666666667,19,"2021-10-14"
1,4,0.0333333333333333,19,"2021-10-14"
1,5,0.0333333333333333,19,"2021-10-14"
1,6,0.0333333333333333,19,"2021-10-14"
1,7,0.0333333333333333,19,"2021-10-14"
1,8,0.0333333333333333,19,"2021-10-14"
1,9,0.0166666666666667,19,"2021-10-14"
2,3,0.1,19,"2021-10-14"
2,4,0.0166666666666667,19,"2021-10-14"
2,5,0.0166666666666667,19,"2021-10-14"
2,6,0.1,19,"2021-10-14"
2,7,0.0666666666666667,19,"2021-10-14"
2,8,0.05,19,"2021-10-14"
2,9,0.0333333333333333,19,"2021-10-14"
2,10,0.0666666666666667,19,"2021-10-14"
3,4,0.1,19,"2021-10-14"
3,5,0.0166666666666667,19,"2021-10-14"
3,6,0.1,19,"2021-10-14"
3,7,0.05,19,"2021-10-14"
3,8,0.133333333333333,19,"2021-10-14"
3,9,0.0333333333333333,19,"2021-10-14"
3,10,0.0333333333333333,19,"2021-10-14"
4,5,0.1,19,"2021-10-14"
4,6,0.05,19,"2021-10-14"
4,7,0.166666666666667,19,"2021-10-14"
4,8,0.116666666666667,19,"2021-10-14"
4,9,0.1,19,"2021-10-14"
4,10,0.0666666666666667,19,"2021-10-14"
5,6,0.15,19,"2021-10-14"
5,7,0.183333333333333,19,"2021-10-14"
5,8,0.1,19,"2021-10-14"
5,9,0.0833333333333333,19,"2021-10-14"
5,10,0.116666666666667,19,"2021-10-14"
6,7,0.266666666666667,19,"2021-10-14"
6,8,0.266666666666667,19,"2021-10-14"
6,9,0.25,19,"2021-10-14"
6,10,0.15,19,"2021-10-14"
7,8,0.45,19,"2021-10-14"
7,9,0.533333333333333,19,"2021-10-14"
7,10,0.35,19,"2021-10-14"
8,9,0.533333333333333,19,"2021-10-14"
8,10,0.4,19,"2021-10-14"
9,10,0.683333333333333,19,"2021-10-14"
1,3,0.0166666666666667,20,"2021-10-14"
1,4,0.0166666666666667,20,"2021-10-14"
1,5,0.0166666666666667,20,"2021-10-14"
1,6,0.0166666666666667,20,"2021-10-14"
1,7,0.05,20,"2021-10-14"
1,8,0.0166666666666667,20,"2021-10-14"
2,3,0.0333333333333333,20,"2021-10-14"
2,4,0.05,20,"2021-10-14"
2,6,0.0166666666666667,20,"2021-10-14"
2,7,0.0833333333333333,20,"2021-10-14"
2,9,0.0333333333333333,20,"2021-10-14"
2,10,0.0333333333333333,20,"2021-10-14"
3,4,0.0166666666666667,20,"2021-10-14"
3,5,0.0166666666666667,20,"2021-10-14"
3,6,0.15,20,"2021-10-14"
3,7,0.0666666666666667,20,"2021-10-14"
3,8,0.1,20,"2021-10-14"
3,9,0.0333333333333333,20,"2021-10-14"
3,10,0.0166666666666667,20,"2021-10-14"
4,5,0.0333333333333333,20,"2021-10-14"
4,6,0.05,20,"2021-10-14"
4,7,0.116666666666667,20,"2021-10-14"
4,8,0.133333333333333,20,"2021-10-14"
4,9,0.0166666666666667,20,"2021-10-14"
5,6,0.0833333333333333,20,"2021-10-14"
5,7,0.0333333333333333,20,"2021-10-14"
5,8,0.133333333333333,20,"2021-10-14"
5,9,0.0666666666666667,20,"2021-10-14"
5,10,0.0666666666666667,20,"2021-10-14"
6,7,0.233333333333333,20,"2021-10-14"
6,8,0.183333333333333,20,"2021-10-14"
6,9,0.233333333333333,20,"2021-10-14"
6,10,0.116666666666667,20,"2021-10-14"
7,8,0.216666666666667,20,"2021-10-14"
7,9,0.25,20,"2021-10-14"
7,10,0.1,20,"2021-10-14"
8,9,0.333333333333333,20,"2021-10-14"
8,10,0.35,20,"2021-10-14"
9,10,0.533333333333333,20,"2021-10-14"
1,2,0.0333333333333333,21,"2021-10-14"
1,3,0.0166666666666667,21,"2021-10-14"
1,6,0.0166666666666667,21,"2021-10-14"
1,7,0.0333333333333333,21,"2021-10-14"
1,8,0.0166666666666667,21,"2021-10-14"
1,9,0.0166666666666667,21,"2021-10-14"
2,3,0.0333333333333333,21,"2021-10-14"
2,4,0.0166666666666667,21,"2021-10-14"
2,5,0.0333333333333333,21,"2021-10-14"
2,6,0.05,21,"2021-10-14"
2,7,0.0333333333333333,21,"2021-10-14"
2,8,0.0333333333333333,21,"2021-10-14"
3,4,0.0166666666666667,21,"2021-10-14"
3,5,0.0333333333333333,21,"2021-10-14"
3,6,0.0666666666666667,21,"2021-10-14"
3,7,0.0166666666666667,21,"2021-10-14"
3,8,0.116666666666667,21,"2021-10-14"
3,9,0.05,21,"2021-10-14"
3,10,0.0166666666666667,21,"2021-10-14"
4,5,0.0333333333333333,21,"2021-10-14"
4,6,0.05,21,"2021-10-14"
4,7,0.1,21,"2021-10-14"
4,8,0.0666666666666667,21,"2021-10-14"
4,9,0.0833333333333333,21,"2021-10-14"
4,10,0.0166666666666667,21,"2021-10-14"
5,6,0.15,21,"2021-10-14"
5,7,0.133333333333333,21,"2021-10-14"
5,8,0.0833333333333333,21,"2021-10-14"
5,9,0.1,21,"2021-10-14"
5,10,0.0666666666666667,21,"2021-10-14"
6,7,0.216666666666667,21,"2021-10-14"
6,8,0.1,21,"2021-10-14"
6,9,0.133333333333333,21,"2021-10-14"
6,10,0.0333333333333333,21,"2021-10-14"
7,8,0.3,21,"2021-10-14"
7,9,0.183333333333333,21,"2021-10-14"
7,10,0.2,21,"2021-10-14"
8,9,0.2,21,"2021-10-14"
8,10,0.183333333333333,21,"2021-10-14"
9,10,0.383333333333333,21,"2021-10-14"
1,4,0.0166666666666667,22,"2021-10-14"
1,5,0.0166666666666667,22,"2021-10-14"
1,6,0.0166666666666667,22,"2021-10-14"
1,7,0.0333333333333333,22,"2021-10-14"
2,4,0.0166666666666667,22,"2021-10-14"
2,5,0.0166666666666667,22,"2021-10-14"
2,6,0.0166666666666667,22,"2021-10-14"
2,7,0.0166666666666667,22,"2021-10-14"
2,8,0.0666666666666667,22,"2021-10-14"
2,9,0.0166666666666667,22,"2021-10-14"
3,4,0.0166666666666667,22,"2021-10-14"
3,5,0.0166666666666667,22,"2021-10-14"
3,6,0.05,22,"2021-10-14"
3,7,0.0666666666666667,22,"2021-10-14"
3,8,0.0333333333333333,22,"2021-10-14"
3,10,0.0666666666666667,22,"2021-10-14"
4,5,0.0166666666666667,22,"2021-10-14"
4,6,0.05,22,"2021-10-14"
4,7,0.05,22,"2021-10-14"
4,8,0.05,22,"2021-10-14"
4,10,0.0166666666666667,22,"2021-10-14"
5,6,0.0166666666666667,22,"2021-10-14"
5,7,0.183333333333333,22,"2021-10-14"
5,8,0.05,22,"2021-10-14"
5,9,0.1,22,"2021-10-14"
5,10,0.0166666666666667,22,"2021-10-14"
6,7,0.1,22,"2021-10-14"
6,8,0.1,22,"2021-10-14"
6,9,0.133333333333333,22,"2021-10-14"
6,10,0.0833333333333333,22,"2021-10-14"
7,8,0.233333333333333,22,"2021-10-14"
7,9,0.266666666666667,22,"2021-10-14"
7,10,0.133333333333333,22,"2021-10-14"
8,9,0.333333333333333,22,"2021-10-14"
8,10,0.2,22,"2021-10-14"
9,10,0.266666666666667,22,"2021-10-14"
1,3,0.0166666666666667,23,"2021-10-14"
1,6,0.0166666666666667,23,"2021-10-14"
1,8,0.0166666666666667,23,"2021-10-14"
2,5,0.05,23,"2021-10-14"
2,6,0.0166666666666667,23,"2021-10-14"
2,7,0.0166666666666667,23,"2021-10-14"
2,8,0.0166666666666667,23,"2021-10-14"
3,6,0.0333333333333333,23,"2021-10-14"
3,7,0.0333333333333333,23,"2021-10-14"
3,9,0.0166666666666667,23,"2021-10-14"
3,10,0.0166666666666667,23,"2021-10-14"
4,5,0.0166666666666667,23,"2021-10-14"
4,6,0.0333333333333333,23,"2021-10-14"
4,7,0.0666666666666667,23,"2021-10-14"
4,9,0.0166666666666667,23,"2021-10-14"
5,6,0.0333333333333333,23,"2021-10-14"
5,7,0.0333333333333333,23,"2021-10-14"
5,8,0.05,23,"2021-10-14"
5,9,0.05,23,"2021-10-14"
6,7,0.116666666666667,23,"2021-10-14"
6,8,0.0333333333333333,23,"2021-10-14"
6,9,0.05,23,"2021-10-14"
7,8,0.0833333333333333,23,"2021-10-14"
7,9,0.0833333333333333,23,"2021-10-14"
7,10,0.0833333333333333,23,"2021-10-14"
8,9,0.0833333333333333,23,"2021-10-14"
8,10,0.116666666666667,23,"2021-10-14"
9,10,0.2,23,"2021-10-14"
5,8,0.0333333333333333,0,"2021-10-15"
6,8,0.0166666666666667,0,"2021-10-15"
1,3,0.0166666666666667,1,"2021-10-15"
1,4,0.0166666666666667,1,"2021-10-15"
1,5,0.0166666666666667,1,"2021-10-15"
1,6,0.0166666666666667,1,"2021-10-15"
1,9,0.0166666666666667,1,"2021-10-15"
2,6,0.0166666666666667,1,"2021-10-15"
2,9,0.0166666666666667,1,"2021-10-15"
3,6,0.0166666666666667,1,"2021-10-15"
3,7,0.0166666666666667,1,"2021-10-15"
4,6,0.0166666666666667,1,"2021-10-15"
4,7,0.0166666666666667,1,"2021-10-15"
6,8,0.0166666666666667,1,"2021-10-15"
1,5,0.0166666666666667,2,"2021-10-15"
1,9,0.0166666666666667,2,"2021-10-15"
1,10,0.0166666666666667,2,"2021-10-15"
2,7,0.0166666666666667,2,"2021-10-15"
2,9,0.0166666666666667,2,"2021-10-15"
3,8,0.0166666666666667,2,"2021-10-15"
3,10,0.0166666666666667,2,"2021-10-15"
4,6,0.0166666666666667,2,"2021-10-15"
4,8,0.0166666666666667,2,"2021-10-15"
5,8,0.0333333333333333,2,"2021-10-15"
6,7,0.0166666666666667,2,"2021-10-15"
7,10,0.0166666666666667,2,"2021-10-15"
1,2,0.0166666666666667,3,"2021-10-15"
1,4,0.0333333333333333,3,"2021-10-15"
1,5,0.0166666666666667,3,"2021-10-15"
1,6,0.0166666666666667,3,"2021-10-15"
1,7,0.0333333333333333,3,"2021-10-15"
2,4,0.0166666666666667,3,"2021-10-15"
2,7,0.0333333333333333,3,"2021-10-15"
2,9,0.0166666666666667,3,"2021-10-15"
3,4,0.0333333333333333,3,"2021-10-15"
3,6,0.0166666666666667,3,"2021-10-15"
3,8,0.0166666666666667,3,"2021-10-15"
4,8,0.0166666666666667,3,"2021-10-15"
4,10,0.0166666666666667,3,"2021-10-15"
5,7,0.0166666666666667,3,"2021-10-15"
6,8,0.0166666666666667,3,"2021-10-15"
6,10,0.0166666666666667,3,"2021-10-15"
7,8,0.0166666666666667,3,"2021-10-15"
7,9,0.0166666666666667,3,"2021-10-15"
8,9,0.0166666666666667,3,"2021-10-15"
8,10,0.0333333333333333,3,"2021-10-15"
9,10,0.0166666666666667,3,"2021-10-15"
1,5,0.0166666666666667,4,"2021-10-15"
1,6,0.0166666666666667,4,"2021-10-15"
2,6,0.0166666666666667,4,"2021-10-15"
2,7,0.0166666666666667,4,"2021-10-15"
3,5,0.0166666666666667,4,"2021-10-15"
3,8,0.0333333333333333,4,"2021-10-15"
4,5,0.0166666666666667,4,"2021-10-15"
5,6,0.0166666666666667,4,"2021-10-15"
5,8,0.0333333333333333,4,"2021-10-15"
6,7,0.0166666666666667,4,"2021-10-15"
6,8,0.0166666666666667,4,"2021-10-15"
6,9,0.0166666666666667,4,"2021-10-15"
8,10,0.0166666666666667,4,"2021-10-15"
1,7,0.0166666666666667,5,"2021-10-15"
2,3,0.0166666666666667,5,"2021-10-15"
2,5,0.0166666666666667,5,"2021-10-15"
2,7,0.0333333333333333,5,"2021-10-15"
2,8,0.0166666666666667,5,"2021-10-15"
2,9,0.0166666666666667,5,"2021-10-15"
